KEY,English,Japanese,Korean,Russian,Español,Português,Français,Deutsch,Italiano
Language,English,日本人,한국의,русский,Español,Português,Français,Deutsch,Italiano
Flag,usa,japan,korea,russia,spain,brazil,france,deutch,italy
TIME IS UP!,"TIME IS UP!";"時間切れです！";"시간이 다!";"ВРЕМЯ ИСТЕКЛО!";"SE ACABÓ EL TIEMPO!";"O TEMPO ACABOU!";"LE TEMPS S'EST ÉCOULÉ!";"DIE ZEIT IST UM!";"IL TEMPO È SCADUTO!"
You did it!,"You did it!";"あなたはそれをやった！";"당신은 그것을했다!";"Готово!";"Lo lograste!";"Você conseguiu!";"Vous l'avez fait!";"Sie haben es geschafft!";"L'hai fatto!"
Not bad,"Not bad";"悪くない";"나쁘지 않아";"Неплохо";"No está mal";"Não é ruim";"Pas mal";"Nicht schlecht";"Non male"
Good!,"Good!";"良い！";"좋은!";"Хорошо";"Bien!";"Bom!";"Bon!";"Good!";"Bene!"
Well Done!,"Well Done!";"よくやった！";"잘!";"Отлично";"Bien Hecho!";"Bem Feito!";"Bravo!";"Well Done!";"Ben Fatto!"
Great performance!,"Great performance!";"素晴らしいパフォーマンス！";"뛰어난 성능!";"Великолепно";"Gran desempeño!";"Excelente desempenho!";"Grande performance!";"Starke Leistung!";"Grande prestazione!"
I'm getting stronger scissors every second. I've got,"I'm getting stronger scissors every second. I've got";"私は毎秒強くはさみを取得しています。私が持っている";"나는 매 초마다 강한 가위를 얻고있다. 내가있어";"Мои ножницы сильнее с каждой секундой. Я набрал";"Estoy logrando tijeras más fuertes cada segundo. Obtuve";"Tenho tesouras mais fortes a cada segundo. Eu tenho";"Je reçois des ciseaux plus forts à chaque seconde. Je ai";"Ich bin immer stärkeren Scheren jede Sekunde. Ich habe";"Sto diventando forbici forte ogni secondo. Ho"
points. Can you beat me?,"points. Can you beat me?";"ポイント。あなたは私を倒すことができますか？";"점. 당신은 날 이길 수 있습니까?";"очков. Сможешь опередить меня?";"puntos. ¿Puedes vencerme?";"pontos. Você pode me bater?";"Le secteur. Pouvez-vous me battre?";"Punkte. Kannst du mich schlagen?";"punti. Riesci a battere me?"
I had defeated a barbershop with,"I had defeated a barbershop with ";"私は との理髪店を破っていた";"내가 와 이발소를 격파했다";"Парикмахерская пройдена! Получено ";"He derrotado una peluquería con ";"Eu tinha derrotado uma barbearia com ";"Je avais vaincu un salon de coiffure avec ";"Ich hatte einen Friseurladen mit besiegt ";"Avevo sconfitto un barbiere con "
Challenge Passed!,"Challenge Passed!";"課題は、渡された！";"문제는 통과!";"Испытание пройдено!";"Reto Pasado!";"Desafio Aprovado!";"Défi Réussi!";"Herausforderung bestanden!";"Sfida passato!"
EXTRA LIFE!,"EXTRA LIFE!";"余分な生活！";"여분의 인생!";"ЗАПАСНАЯ ЖИЗНЬ";"VIDA EXTRA!";"VIDA EXTRA!";"VIE EXTRA!";"EXTRA-LEBEN!";"VITA EXTRA!"
Challenge Fail,"Challenge Fail";"挑戦は失敗する";"도전은 실패";"Испытание провалено";"Reto Fallido";"Desafio falido";"Défi Fail";"Herausforderung Fail-";"Sfida Fail"
YES,"YES";"はい";"예";"ДА";"SÍ";"SIM";"OUI";"JA";"SI"
NO,"NO";"いいえ";"아니";"НЕТ";"NO";"NÃO";"NO";"NEIN";"NO"
ARE YOU SURE?,"ARE YOU SURE?";"本気ですか？";"당신은 확신?";"ТОЧНО?";"¿ESTÁS SEGURO?";"VOCÊ TEM CERTEZA?";"ÊTES-VOUS SÛR?";"SIND SIE SICHER?";"SEI SICURO?"
"You'll keep your points, but lose an opportunity";"You'll keep your points, but lose an opportunity";"あなたはあなたのポイントを維持しますが、機会を失うことになる";"당신은 당신의 포인트를 유지하지만, 기회를 잃게됩니다";"Очки будут сохранены, но возможность упущена";"Mantendrás tus puntos, pero perderás una oportunidad";"Você vai manter os seus pontos, mas perde uma oportunidade";"Vous allez garder vos points, mais perdre l'occasion";"Sie werden Ihre Punkte zu halten, aber verlieren die Möglichkeit,";"Potrai mantenere i vostri punti, ma perde l'occasione"
Challenge Success!,"Challenge Success!";"成功に挑戦！";"성공에 도전!";"Испытание пройдено!";"Reto Pasado!";"Desafio superado!";"Défi succès!";"Herausforderung, Erfolg!";"Sfida Successo!"
Unlocked!,"Unlocked!";"ロック解除！";"잠금 해제!";"Открыто!";"Desbloqueado!";"Desbloqueado!";"Débloqué!";"Freigeschaltet!";"Sbloccato!"
The challenge has failed...,"The challenge has failed...";"挑戦は失敗しました...";"도전에 실패했습니다 ...";"Испытание провалено";"El reto no se ha completado";"O desafio falhou ...";"Le défi a échoué ...";"Die Herausforderung ist ausgefallen ...";"La sfida non è riuscito ..."
New life at,"New life at";"での新しい生活";"에 새 생명";"Новая жизнь:";"Nueva op. en";"Nova vida em";"Nouvelle vie à";"Neues Leben auf";"Nuova vita"
to change clients,"to change clients";"クライアントを変更するには";"클라이언트를 변경하려면";"сменить клиентов";"para cambiar clientes";"para alterar clientes";"pour changer clients";"Kunden ändern";"cambiare clienti"
Plastic Chairs,"Plastic Chairs";"プラスチックの椅子";"플라스틱 의자";"Пластиковые Стулья";"Sillas Plásticas";"Cadeiras de plástico";"Chaises en plastique";"Plastikstühle";"Sedie di plastica"
White Couch,"White Couch";"白いソファ";"화이트 소파";"Белый Диван";"Sofá Blanco";"Sofá branco";"Blanc Couch";"Weiße Couch";"Bianco Divano"
Ergonomic Chairs,"Ergonomic Chairs";"エルゴノミックチェア";"인체 공학적 의자";"Эргономичные Стулья";"Sillas Ergonómicas";"Cadeiras ergonômicas";"Chaises ergonomiques";"Ergonomische Stühle";"Sedie ergonomiche"
Fluorescent Light,"Fluorescent Light";"蛍光灯";"형광";"Лампы Дневного Света";"Luz Fluorecente";"Luz Fluorescente";"Lumière fluorescente";"Flächenleuchte";"Luce fluorescente"
Hanging Lamps,"Hanging Lamps";"ランプをぶら下げ";"교수형 램프";"Подвесные Светильники";"Lámparas Colgantes";"Lâmpadas de suspensão";"Lampes suspendues";"Hängeleuchten";"Lampade a sospensione"
Chinese Paper Lamps,"Chinese Paper Lamps";"中国の紙灯";"중국 페이퍼 램프";"Китайские Бумажные Фонари";"Lámparas de Papel Chinas";"Lâmpadas do papel chinês";"Lampes papier chinois";"Chinesisches Papier-Lampen";"Lampade di carta cinese"
Little Table,"Little Table";"少しテーブル";"작은 테이블";"Столик";"Mesa Pequeña";"Mesa pequena";"Petite Table";"Kleine Tisch";"Tavolino"
Glass Table,"Glass Table";"ガラス製のテーブル";"유리 테이블";"Стеклянный Столик";"Mesa de Vidrio";"Mesa de vidro";"Table en verre";"Glastisch";"Tabella di vetro"
Fancy Tables,"Fancy Tables";"派手なテーブル";"멋진 테이블";"Дизайнерские Столы";"Mesas Lujosas";"Mesas elegantes";"Tables Fancy";"Fancy Tabellen";"Tabelle Fancy"
Radioactive Wall,"Radioactive Wall";"放射性壁";"방사성 벽";"Радиоактивная Стена";"Muro Radioactivo";"Parede radioativa";"Radioactifs mur";"Radioaktive Wand";"Radioactive Muro"
Cold Blood Wall,"Cold Blood Wall";"冷たい血液壁";"차가운 혈액 벽";"Кровавая Стена";"Muro Sangre Fría";"Parede sangue frio";"Froide mur sang";"Cold Blood Wand";"Cold Blood Muro"
Pink Stripes Wall,"Pink Stripes Wall";"ピンクのストライプの壁";"핑크 줄무늬 벽";"Полосатая Стена";"Muro Tiras Rosas";"Parede com listras rosas";"Rayures roses mur";"Rosa Streifen Wand";"Rosa Stripes Muro"
Skulls Wallpaper,"Skulls Wallpaper";"頭蓋骨の壁紙";"두개골 배경 화면";"Стена Черепов";"Muro Calaveras";"Parede com caveiras";"Crânes Wallpaper";"Skulls Wallpaper";"Skulls Wallpaper"
Zombie Blood Wall,"Zombie Blood Wall";"ゾンビの血壁";"좀비 혈액 벽";"Зомби Стена";"Muro Sangre Zombie";"Parede sangue zumbi";"Zombie mur sang";"Zombie Blut Wand";"Zombie sangue Muro"
Starlight Wall,"Starlight Wall";"星の光の壁";"별빛 벽";"Звёздная Стена";"Muro Luz de Estrellas";"Parede luz de estrelas";"Starlight mur";"Starlight-Wand";"Starlight Muro"
Half Window Door,"Half Window Door";"半分の窓ドア";"반 창 문";"Половина Оконной Двери";"Puerta Media Ventana";"Porta com janela pequena";"Porte Demi fenêtre";"Halb Fenster Tür";"Mezza Window Door"
Big Window Door,"Big Window Door";"大きな窓のドア";"큰 창 문";"Большая Оконная Дверь";"Puerta Ventana Grande";"Porta com janela grande";"Big porte fenêtre";"Big Fenster Tür";"Big Window Door"
Cristal Door,"Cristal Door";"クリスタルドア";"크리스털 문";"Кристальная Стена";"Puerta de Cristal";"Porta de vidro";"Cristal porte";"Cristal Tür";"Cristal Door"
Top Windows,"Top Windows";"トップ窓";"상단 창";"Надёжные Окна";"Ventanas Superiores";"Janelas Top";"Haut de Windows";"Anfang Windows";"Top di Windows"
Standard Windows,"Standard Windows";"標準のWindows";"표준 창";"Окна";"Ventanas Estándar";"Janela padrão";"Windows standard";"Standard-Windows-";"Windows standard"
Hollywood Windows,"Hollywood Windows";"ハリウッドの窓";"할리우드 창";"Голливудские Окна";"Ventanas Hollywood";"Janelas Hollywood";"Hollywood de Windows";"Hollywood Windows-";"Hollywood di Windows"
SHOP,"SHOP";"ショップ";"가게";"МАГАЗИН";"TIENDA";"LOJA";"BOUTIQUE";"SHOP";"SHOP"
Store,"Store";"店舗";"저장";"Магазин";"Tienda";"Loja";"Magasin";"Speicher";"Negozio"
Exit,"Exit";"出口";"출구";"Выход";"Salir";"Sair";"Sortie";"Ausgang";"Uscita"
Processing... Please wait,"Processing... Please wait";"処理...お待ちください";"처리 중입니다 ... 잠시만 기다려주십시오";"Загрузка... Пожалуйста, подождите...";"Procesando... Por favor espere";"Processando ... Por favor, aguarde";"Traitement en cours ... Se il vous plaît attendre";"In Bearbeitung ... Bitte warten";"Elaborazione in corso ... attendere"
Barbers,"Barbers";"床屋";"이발사";"Парикмахеры";"Peluqueros";"Barbeiros";"Barbiers";"Barbers";"Barbieri"
Upgrades,"Upgrades";"アップグレード";"업그레이드";"Обновления";"Mejoras";"Upgrades";"Mises à niveau";"Upgrades";"Aggiornamenti"
Objets,"Objets";"オブジェ";"오브제";"Объекты";"Objetos";"Objetos";"Objets";"Kunst";"Objets"
More Gold,"More\nGold";"より多くの金";"더 많은 금";"Больше Золота";"Más\nOro";"Mais de Ouro";"Plus d'or";"Mehr Gold-";"Altro oro"
Customize Barbershop,"Customize\nBarbershop";"理髪店をカスタマイズ";"이발소를 사용자 정의";"Настроить Парикмахерскую";"Personalizar\nPeluquería";"Personalize Barbearia";"Personnalisez Barbershop";"Passen Barber";"Personalizzare Barbershop"
Gold Coin Pack #1,"Gold Coin Pack #1";"ゴールドコインパック＃1";"골드 코인 팩 # 1";"Золото # 1";"Paquete de Oro #1";"Pacote de Moedas de Ouro # 1";"Gold Coin Pack # 1";"Goldmünze-Pack # 1";"Gold Coin Pack # 1"
Gold Coin Pack #2,"Gold Coin Pack #2";"ゴールドコインパック＃2";"골드 코인 팩 # 2";"Золото # 2";"Paquete de Oro #2";"Pacote de Moedas de Ouro # 2";"Gold Coin Pack # 2";"Goldmünze-Pack # 2";"Gold Coin Pack # 2"
Gold Coin Pack #3,"Gold Coin Pack #3";"ゴールドコインパック＃3";"골드 코인 팩 # 3";"Золото # 3";"Paquete de Oro #3";"Pacote de Moedas de Ouro # 3";"Gold Coin Pack # 3";"Goldmünze-Pack # 3";"Gold Coin Pack # 3"
Gold Coin Pack #4,"Gold Coin Pack #4";"ゴールドコインパック＃4";"골드 코인 팩 # 4";"Золото # 4";"Paquete de Oro #4";"Pacote de Moedas de Ouro # 4";"Gold Coin Pack # 4";"Goldmünze-Pack # 4";"Gold Coin Pack # 4"
Gold Coin Pack #5,"Gold Coin Pack #5";"ゴールドコインパック＃5";"골드 코인 팩 # 5";"Золото # 5";"Paquete de Oro #5";"Pacote de Moedas de Ouro # 5";"Gold Coin Pack # 5";"Goldmünze-Pack # 5";"Gold Coin Pack # 5"
Add a life to your next play,"Add a life to your next play";"あなたの次のプレイに生命を追加";"다음 플레이에 생명을 추가";"добавить жизни вашей следующей игре";"Añade una vida a tu próximo juego";"Adicionar uma vida para o seu próximo jogo";"Ajouter une vie à votre prochaine pièce";"Fügen Sie ein Leben zu Ihrem nächsten Spiel";"Aggiungi una vita per il vostro prossimo gioco"
Double the gold earned in your next play,"Double the gold earned in your next play";"あなたの次のプレイで獲得した金を倍増";"다음 플레이에서 획득 한 금메달을 두 배로";"удвоить золото заработанные в следующей игре";"Duplica el oro en tu próximo juego";"Duplicar o ouro ganho em seu próximo jogo";"Double gagné l'or dans votre prochaine pièce";"Doppel das Gold in Ihrem nächsten Spiel verdient";"Doppio l'oro ha guadagnato nel vostro prossimo gioco"
Triple the gold earned in your next play,"Triple the gold earned in your next play";"トリプル金はあなたの次のプレイで獲得した";"트리플 금 당신의 다음 플레이 적립";"тройной золотой заработал в следующей игре";"Triplica el oro en tu próximo juego";"Triplicar o ouro ganho em seu próximo jogo";"Triple gagné l'or dans votre prochaine pièce";"Triple-Gold in Ihrem nächsten Spiel verdient";"Triple l'oro ha guadagnato nel vostro prossimo gioco"
Your cut strength increases in 50% in your next play,"Your cut strength increases in 50% in your next play";"あなたのカットの強さは、あなたの次のプレイで50％増加";"당신의 절단 강도는 다음 경기에서 50 %로 증가";"ваш разрез сила увеличивается в 50% в следующей игре";"La fuerza de tus cortes aumenta en 50% en tu próximo juego";"A força dos seus cortes aumenta em 50% no seu próximo jogo";"Votre force de coupe augmente de 50% sur votre prochaine pièce";"Ihre Schnittfestigkeit erhöht bei 50% in Ihrem nächsten Spiel";"La tua forza di taglio aumenta di 50% nel vostro prossimo gioco"
